epoch,loss,accuracy
72,0.4418379068374634,0.772578775882721
73,0.4426409900188446,0.7715073823928833
74,0.44255802035331726,0.772165060043335
75,0.4421001076698303,0.7721438407897949
76,0.44443610310554504,0.7723453640937805
77,0.4453449845314026,0.7724408507347107
78,0.44151046872138977,0.772196888923645
79,0.4422021210193634,0.7731515765190125
80,0.44174402952194214,0.7734273672103882
81,0.44185754656791687,0.773024320602417
82,0.4411323666572571,0.772207498550415
83,0.4408497214317322,0.7732895016670227
84,0.44320523738861084,0.7719104886054993
85,0.44261330366134644,0.7720801830291748
86,0.43967297673225403,0.7731940150260925
87,0.44121766090393066,0.7732682824134827
88,0.4413996636867523,0.7726530432701111
89,0.4507330656051636,0.7714012861251831
90,0.44531261920928955,0.7728970050811768
91,0.44044438004493713,0.7733319401741028
92,0.43945449590682983,0.7720907926559448
93,0.43974611163139343,0.7738623023033142
94,0.4399298429489136,0.7720695734024048
95,0.44138023257255554,0.7734591960906982
96,0.43922778964042664,0.7746685147285461
97,0.43950915336608887,0.7736501693725586
98,0.44013434648513794,0.7729076147079468
99,0.4395657479763031,0.7735971212387085
100,0.43920567631721497,0.7740532755851746
101,0.4383980631828308,0.772631824016571
102,0.43872636556625366,0.7739471793174744
103,0.4468584358692169,0.7704890370368958
104,0.44097384810447693,0.7738623023033142
105,0.4430428743362427,0.7738198637962341
106,0.44040820002555847,0.7730985283851624
107,0.4441121220588684,0.773766815662384
108,0.4404144883155823,0.7733955383300781
109,0.4414497911930084,0.7743608951568604
110,0.44046512246131897,0.7740108370780945
111,0.44196775555610657,0.7728121280670166
112,0.44051697850227356,0.773766815662384
113,0.4386783540248871,0.773003101348877
114,0.4391757845878601,0.7735016345977783
115,0.4410230815410614,0.7731834053993225
116,0.4382622241973877,0.7735971212387085
117,0.43948933482170105,0.7741062641143799
118,0.44027000665664673,0.7718362212181091
119,0.43957287073135376,0.7734910249710083
120,0.4398241639137268,0.7737138271331787
121,0.4379054605960846,0.7735440731048584
122,0.43953678011894226,0.773777425289154
123,0.4373529851436615,0.7742547988891602
124,0.4376254677772522,0.7736819982528687
125,0.43832576274871826,0.7735652923583984
126,0.43895575404167175,0.7746685147285461
127,0.4383160173892975,0.7734379768371582
128,0.43726998567581177,0.7731621861457825
129,0.4364449679851532,0.7739471793174744
130,0.4387799799442291,0.7734910249710083
131,0.4409448504447937,0.7739471793174744
132,0.4371275305747986,0.773024320602417
133,0.4389207065105438,0.7744033336639404
134,0.4383254647254944,0.774615466594696
135,0.4384104907512665,0.7738623023033142
136,0.43766865134239197,0.7742760181427002
137,0.437845379114151,0.7728015184402466
138,0.43859538435935974,0.7740214467048645
139,0.43615198135375977,0.7748169898986816
140,0.4385814964771271,0.7729712724685669
141,0.4367160201072693,0.7742335796356201
142,0.4405047595500946,0.7729712724685669
143,0.4361228942871094,0.7744457125663757
144,0.4383908212184906,0.7733743786811829
145,0.4359340965747833,0.7736395597457886
146,0.4411194324493408,0.7730560898780823
147,0.4360502064228058,0.7743821144104004
148,0.4363100230693817,0.7733213305473328
149,0.4367879033088684,0.7734379768371582
150,0.44342273473739624,0.7714755535125732
151,0.4358495771884918,0.7731515765190125
