Strategy,Trial,Outcome,Turns,Conflicts,Avg_Wait_Time,Fairness_Index,PacmanA_Score,PacmanB_Score,PacmanC_Score
Q_LEARNING,106,WIN,261,19,70.66666666666667,0.9759826275787188,530,680,650
Q_LEARNING,107,WIN,270,22,61.666666666666664,0.9961000029104455,560,790,540
Q_LEARNING,108,WIN,645,2,137,0.89122968074835,370,1150,310
Q_LEARNING,109,WIN,305,3,69.66666666666667,0.9627939782670987,130,680,1020
Q_LEARNING,110,WIN,263,4,64.66666666666667,0.9031917446604272,370,740,740
Q_LEARNING,111,WIN,338,4,84,0.9906402096593037,570,590,700
Q_LEARNING,112,LOSS,594,24,101.66666666666667,0.9808728476681534,780,310,790
Q_LEARNING,113,WIN,520,20,164.66666666666666,0.9563288658985813,640,640,550
Q_LEARNING,114,WIN,503,25,96.66666666666667,0.9521545184883273,960,340,560
Q_LEARNING,115,LOSS,787,7,128.33333333333334,0.9708658374434248,430,930,420
Q_LEARNING,116,WIN,349,7,97,0.977084703520371,740,500,620
Q_LEARNING,117,WIN,393,12,82.66666666666667,0.8733634375621254,970,330,540
Q_LEARNING,118,WIN,327,16,82.66666666666667,0.9964680340883315,560,600,710
Q_LEARNING,119,WIN,287,4,69.33333333333333,0.9908845220099858,400,830,610
Q_LEARNING,120,WIN,333,13,65.33333333333333,0.9830595219816777,680,560,620
Q_LEARNING,121,LOSS,487,22,90.33333333333333,0.9794875898584937,700,590,570
Q_LEARNING,122,WIN,406,9,89.66666666666667,0.9771251097157518,790,760,320
Q_LEARNING,123,LOSS,641,10,96,0.9007036747458952,430,1140,310
Q_LEARNING,124,LOSS,408,5,79,0.9517104661210797,520,630,690
Q_LEARNING,125,WIN,498,2,98.66666666666667,0.9245119763638282,190,1100,560
Q_LEARNING,126,WIN,282,21,67.33333333333333,0.9889001987300664,780,520,600
Q_LEARNING,127,WIN,439,56,118,0.9901393761259126,480,640,720
Q_LEARNING,128,WIN,483,23,102,0.9285416790622955,750,110,1020
Q_LEARNING,129,LOSS,435,2,64.66666666666667,0.8612751155659298,540,690,410
Q_LEARNING,130,WIN,353,13,71.33333333333333,0.966772218703821,440,670,760
Q_LEARNING,131,WIN,648,27,162,0.9614360727805593,820,340,680
Q_LEARNING,132,WIN,442,10,77.66666666666667,0.9868753522022868,750,220,960
Q_LEARNING,133,LOSS,652,38,154,0.9490196078431372,400,640,820
Q_LEARNING,134,WIN,366,5,97.66666666666667,0.9649099144665115,600,280,950
Q_LEARNING,135,WIN,658,8,151.66666666666666,0.8742868243571389,90,1180,580
